index,Order ID,Date,Status,Fulfilment,Category,Size,ASIN,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code
189,408-3874942-9917143,04-30-22,Shipped,Amazon,Set,XL,B09QJLG4DF,Shipped,1,665,SAMBHAL,UTTAR PRADESH,244302
190,402-1706149-0949104,04-30-22,Shipped,Amazon,kurta,6XL,B09LD3TCYP,Shipped,1,582,NAGPUR,MAHARASHTRA,441002
191,407-1672316-3245939,04-30-22,Shipped,Amazon,kurta,XXL,B08BF9DZ3F,Shipped,1,1126,ELAVANASURKOTTAI,TAMIL NADU,607202
192,405-1832646-7988329,04-30-22,Shipped,Amazon,kurta,S,B09M72VK88,Shipped,1,534,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410
193,408-9692204-9817146,04-30-22,Cancelled,Amazon,Set,M,B09NQ4NM75,Unshipped,1,319,KALYAN,MAHARASHTRA,421306
194,402-9339129-6219537,04-30-22,Cancelled,Amazon,Set,XXL,B0894XKVH3,Unshipped,1,368,MYSURU,KARNATAKA,570016
195,405-3036350-8089120,04-30-22,Shipped,Amazon,kurta,M,B08PV1NB1B,Shipped,1,597,ANKLESHWR,Gujarat,393002
196,404-6680046-0839536,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,M,B099NQQ79L,Shipped,1,654,Chennai,TAMIL NADU,600117
197,406-2966654-4672325,04-30-22,Shipped,Amazon,kurta,4XL,B09M75YGQF,Shipped,1,795,Greater Noida West,UTTAR PRADESH,201009
198,403-4845285-4565113,04-30-22,Shipped,Amazon,Top,M,B0986XSXR1,Shipped,1,744,JAMMU,JAMMU & KASHMIR,180007
199,171-4496851-5319548,04-30-22,Shipped,Amazon,Top,M,B0986XRZ8X,Shipped,1,692,BENGALURU,KARNATAKA,560085
200,408-3416118-1167564,04-30-22,Shipped,Amazon,Set,L,B09QJ4PXZ3,Shipped,1,563,ITANAGAR,ARUNACHAL PRADESH,791113
201,406-1590113-9193914,04-30-22,Shipped,Amazon,Set,M,B0894XH3LN,Shipped,1,545,KOLKATA,WEST BENGAL,700075
202,404-0363929-8015528,04-30-22,Shipped,Amazon,Top,S,B0986XYHCY,Shipped,1,999,KARANJA,MAHARASHTRA,444105
203,407-7173744-5333154,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B085HMWJ4R,Shipped,1,654,NEW DELHI,DELHI,110074
204,405-6880044-2861120,04-30-22,Shipped,Amazon,kurta,3XL,B09HMXJVFS,Shipped,1,588,NIMBAHERA,RAJASTHAN,312620
205,403-4337144-0984323,04-30-22,Cancelled,Amazon,Top,M,B0986XSXR1,Cancelled,0,497,JAMMU,JAMMU & KASHMIR,180007
206,171-1851948-5476361,04-30-22,Shipped,Amazon,Set,M,B09RPRS8JL,Shipped,1,517,Imphal East,MANIPUR,795010
207,171-5810429-4493110,04-30-22,Shipped,Amazon,Set,3XL,B099NPX9K3,Shipped,1,0,BIDHAN NAGAR,WEST BENGAL,700064
208,171-1068229-1581965,04-30-22,Shipped,Amazon,Set,3XL,B099NQT8H8,Shipped,1,1115,BIDHAN NAGAR,WEST BENGAL,700064
209,402-2105140-3584364,04-30-22,Shipped,Amazon,kurta,M,B091Q9Q34N,Shipped,1,582,BENGALURU,KARNATAKA,560064
210,403-3561336-3563535,04-30-22,Shipped,Amazon,Set,M,B09B5922WD,Shipped,1,449,AHMEDABAD,Gujarat,380015
211,402-9532672-5385917,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,375,TIRUCHIRAPPALLI,TAMIL NADU,620001
212,408-4547464-4180323,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B08KRYXSYH,Shipped,1,771,BHUBANESWAR,ODISHA,752054
213,402-2211107-5096323,04-30-22,Shipped,Amazon,Set,3XL,B0894Y3VBB,Shipped,1,399,ALIGARH,UTTAR PRADESH,202001
214,403-9412025-7537140,04-30-22,Shipped,Amazon,kurta,S,B0794T8ZLN,Shipped,1,0,KOCHI,KERALA,682006
215,403-5456917-5571511,04-30-22,Cancelled,Amazon,Western Dress,XL,B09SDZ14KR,Cancelled,0,654,GHAZIABAD,UTTAR PRADESH,201014
216,171-8452330-4756317,04-30-22,Shipped,Amazon,Top,XS,B08ZJ2CB3B,Shipped,1,424,PUNE,MAHARASHTRA,412207
217,171-4350114-4299568,04-30-22,Shipped - Delivered to Buyer,Merchant,Top,XS,B0986ZVL6Y,Shipped,1,0,PUNE,MAHARASHTRA,412207
218,405-8692900-3888310,04-30-22,Shipped,Amazon,kurta,L,B081X7JHBC,Shipped,1,432,Bangalore,KARNATAKA,560016
219,402-6750101-3923558,04-30-22,Shipped,Amazon,Set,S,B09NQ47F17,Shipped,1,399,MALAPPURAM,KERALA,676517
220,403-5725327-6264327,04-30-22,Shipped,Amazon,Top,M,B099S9DTR2,Shipped,1,399,NOIDA,UTTAR PRADESH,201301
221,403-5209693-1173944,04-30-22,Shipped,Amazon,kurta,XL,B08YZ19332,Shipped,1,597,GREATER NOIDA,UTTAR PRADESH,201308
222,403-8255889-7526765,04-30-22,Shipped,Amazon,kurta,S,B098119Y7R,Shipped,1,463,PATNA,BIHAR,800023
223,407-3554912-7244363,04-30-22,Shipped,Amazon,kurta,XXL,B07K44CD3P,Shipped,1,484,SIBSAGAR,ASSAM,785674
224,407-4737202-9096304,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,M,B09SDXTRS9,Shipped,1,635,GAYA,BIHAR,823001
225,171-2842936-5423534,04-30-22,Shipped,Amazon,Top,XL,B094FKN153,Shipped,1,685,BENGALURU,KARNATAKA,560083
226,407-4936046-5852304,04-30-22,Cancelled,Merchant,Set,XXL,B09RKD8HQJ,Null,0,725,GURUGRAM,HARYANA,122001
227,407-4936046-5852304,04-30-22,Cancelled,Merchant,Set,XXL,B09RKD5B2W,Null,0,487,GURUGRAM,HARYANA,122001
228,402-9580874-3525948,04-30-22,Shipped,Amazon,Set,XL,B09RKFLLF1,Shipped,1,1249,KOLLAM,KERALA,691522
229,404-7426070-1355530,04-30-22,Shipped,Amazon,kurta,M,B07WP5HRMB,Shipped,1,1059,HYDERABAD,TELANGANA,500034
230,406-4878137-1126707,04-30-22,Shipped,Amazon,kurta,S,B08BF4GQ9V,Shipped,1,696,PUNE,MAHARASHTRA,411052
231,171-3505516-3505949,04-30-22,Shipped,Amazon,Set,XL,B082Z3MRPB,Shipped,1,329,PUNE,MAHARASHTRA,411046
232,406-6199849-7523514,04-30-22,Shipped,Amazon,kurta,3XL,B09K3WFS32,Shipped,1,517,PERALASSERI,KERALA,670622
233,406-6180074-2350757,04-30-22,Shipped,Amazon,Set,XL,B089B1J57W,Shipped,1,591,BENGALURU,KARNATAKA,560102
234,406-6180074-2350757,04-30-22,Shipped,Amazon,Set,XL,B09RKDB8SB,Shipped,1,406,BENGALURU,KARNATAKA,560102
235,406-2403215-8361103,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09KXTBZ3N,Shipped,1,684,BENGALURU,KARNATAKA,560102
236,404-6578109-5618751,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B084KYYXR3,Shipped,1,1115,BENGALURU,KARNATAKA,560100
237,407-2307966-4961113,04-30-22,Shipped,Amazon,kurta,XL,B07R4XJNW3,Shipped,1,999,UDUPI,KARNATAKA,576104
238,404-5539778-0029904,04-30-22,Shipped,Amazon,Set,L,B099NJKJ54,Shipped,1,295,MARIANI,ASSAM,785634
239,171-6222676-0740318,04-30-22,Shipped,Amazon,kurta,L,B082W8354V,Shipped,1,442,NEW DELHI,DELHI,110075
240,403-2166075-2254703,04-30-22,Shipped,Amazon,Set,M,B099NK55YG,Shipped,1,563,MANGALURU,KARNATAKA,575006
241,407-5766340-7411567,04-30-22,Shipped,Amazon,kurta,XS,B09HMY3YLT,Shipped,1,435,AHMEDABAD,Gujarat,380022
242,404-0634392-1837110,04-30-22,Cancelled,Amazon,Top,S,B0986XYHCY,Cancelled,0,563,KARANJA,MAHARASHTRA,444105
243,408-2759943-9849959,04-30-22,Shipped,Amazon,Set,XXL,B09TH61GMF,Shipped,1,399,KOLKATA,WEST BENGAL,700051
244,403-5977671-8855508,04-30-22,Shipped - Returned to Seller,Merchant,Set,XS,B09K3LRR2T,Shipped,1,0,COOCH BEHAR,WEST BENGAL,736101
245,408-9321153-0591557,04-30-22,Shipped,Amazon,kurta,XL,B081WT6GG7,Shipped,1,1338,BENGALURU,KARNATAKA,560029
246,404-0696150-3898703,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09HNSNWRH,Shipped,1,1115,PUNE,MAHARASHTRA,411037
247,406-7586136-6520337,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,M,B09SDYL6L2,Shipped,1,399,DEHRADUN,UTTARAKHAND,248009
248,407-6146457-8788352,04-30-22,Shipped,Amazon,Western Dress,M,B09SDY8DCT,Shipped,1,499,GAYA,BIHAR,823001
249,404-8514200-3544346,04-30-22,Cancelled,Amazon,kurta,M,B081WY1SP3,Cancelled,0,791,BENGALURU,KARNATAKA,560036
250,404-7452877-2137949,04-30-22,Cancelled,Merchant,kurta,M,B09K3W2LHF,Null,0,725,BENGALURU,KARNATAKA,560036
251,402-2703790-2816329,04-30-22,Cancelled,Merchant,Set,M,B08QGNW2H8,Null,0,0,JHARIA KHAS,JHARKHAND,828111
252,407-1515930-8661921,04-30-22,Shipped,Amazon,Set,XL,B09RKHL9H2,Shipped,1,0,KOLKATA,WEST BENGAL,700070
253,405-9144614-1601126,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B08YYVLZVH,Shipped,1,1279,Secunderabad,TELANGANA,500010
254,407-0994909-4122733,04-30-22,Shipped,Amazon,kurta,5XL,B09LD3ZZ2N,Shipped,1,1099,UDAIPUR,RAJASTHAN,313001
255,402-7042386-5486768,04-30-22,Shipped,Amazon,kurta,M,B08B3VSTFG,Shipped,1,533,COIMBATORE,TAMIL NADU,641030
256,403-7652993-1507525,04-30-22,Shipped,Amazon,Set,L,B09K3PDMBM,Shipped,1,696,BHUBANESWAR,ODISHA,751006
257,407-3847456-6656309,04-30-22,Shipped,Amazon,Set,3XL,B0894YJC25,Shipped,1,363,BHAGALPUR,BIHAR,812003
258,407-3847456-6656309,04-30-22,Shipped,Amazon,Set,3XL,B09QJ3WT3H,Shipped,1,631,BHAGALPUR,BIHAR,812003
259,171-7623384-8040337,04-30-22,Shipped,Amazon,kurta,XXL,B08BFT4ZKX,Shipped,1,1115,NAGPUR,MAHARASHTRA,440036
260,171-7623384-8040337,04-30-22,Shipped,Amazon,Set,XXL,B09NQ3MPRM,Shipped,1,968,NAGPUR,MAHARASHTRA,440036
261,171-4607096-6413920,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B08W98B8ZN,Shipped,1,486,NAGPUR,MAHARASHTRA,440036
262,404-6783988-2006729,04-30-22,Shipped,Amazon,Set,L,B09NQ44RNV,Shipped,1,597,CHENNAI,TAMIL NADU,600096
263,404-6975277-1927553,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B098133PV5,Shipped,1,563,BERHAMPORE,WEST BENGAL,742103
264,402-5586272-3646748,04-30-22,Shipped,Amazon,Set,S,B0894XGJ83,Shipped,1,597,Dehradun,UTTARAKHAND,248001
265,171-6655820-6440356,04-30-22,Shipped,Amazon,Set,XXL,B0894WT71H,Shipped,2,458,MUMBAI,MAHARASHTRA,400101
266,171-1584788-8864335,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B08CMRGFFJ,Shipped,1,1065,MUMBAI,MAHARASHTRA,400101
267,402-0150402-0900371,04-30-22,Shipped,Amazon,Western Dress,S,B0967PHLMJ,Shipped,1,2130,SEONI,MADHYA PRADESH,480661
268,408-6791822-5493964,04-30-22,Shipped,Amazon,Set,XL,B09QJ57BL6,Shipped,1,1099,Agra,UTTAR PRADESH,282002
269,405-0483874-0889137,04-30-22,Shipped,Amazon,Set,XXL,B0922V99HN,Shipped,1,721,LUCKNOW,UTTAR PRADESH,226029
270,407-5600921-2143569,04-30-22,Cancelled,Merchant,Set,S,B09K3JVNR1,Null,0,968,BENGALURU,KARNATAKA,560067
271,404-1607808-0769930,04-30-22,Cancelled,Amazon,Set,XL,B0983DQLBQ,Cancelled,0,563,PATNA,BIHAR,800001
272,407-5124083-2725136,04-30-22,Shipped,Amazon,Set,S,B07K5BDG1D,Shipped,1,996,GHAZIABAD,UTTAR PRADESH,201012
273,407-4766116-5412325,04-30-22,Shipped,Amazon,kurta,XL,B081WT6GG7,Shipped,1,0,Nermand,HIMACHAL PRADESH,172023
274,402-6885004-6990731,04-30-22,Shipped,Amazon,Set,M,B09KXV4BN8,Shipped,1,682,CHENNAI,TAMIL NADU,600010
275,402-2207276-9869933,04-30-22,Shipped,Amazon,Set,M,B0894XYMWS,Shipped,1,399,KAMAREDDY,TELANGANA,503111
276,407-9494293-9423561,04-30-22,Shipped,Amazon,kurta,M,B08BFV1DVW,Shipped,1,626,SRINAGAR,JAMMU & KASHMIR,190015
277,171-6867266-8495534,04-30-22,Shipped,Amazon,Set,XS,B09NDKGZ6V,Shipped,1,1140,BENGALURU,KARNATAKA,560042
278,408-3475592-6193128,04-30-22,Shipped,Amazon,kurta,XL,B08KRTXC2Y,Shipped,1,486,MUDDEBIHAL,KARNATAKA,586212
279,171-1987024-2709164,04-30-22,Shipped,Amazon,Set,M,B089G2L483,Shipped,1,597,SANTHAMAGULURU MANDAL,ANDHRA PRADESH,523302
280,406-1522425-5387565,04-30-22,Shipped,Amazon,kurta,XL,B08XVPKBKG,Shipped,1,399,HYDERABAD,TELANGANA,500058
281,171-3270734-5045130,04-30-22,Shipped,Amazon,Set,XS,B09K3DFHT2,Shipped,1,660,NEW DELHI,DELHI,110045
282,408-4101226-7217932,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B09K3W2LHF,Shipped,1,459,LUCKNOW,UTTAR PRADESH,226010
283,171-5719664-5449151,04-30-22,Cancelled,Amazon,Set,XS,B09NDKGZ6V,Unshipped,1,631,BENGALURU,KARNATAKA,560042
284,403-9400764-4029123,04-30-22,Shipped,Amazon,Set,S,B09RKDJ9SQ,Shipped,1,459,BENGALURU,KARNATAKA,560102
285,406-8413944-2634744,04-30-22,Shipped,Amazon,kurta,XL,B077MM3LFJ,Shipped,1,597,Hyderabad,TELANGANA,500032
286,406-8271099-5133911,04-30-22,Shipped,Amazon,kurta,L,B08XVYN7G6,Shipped,1,852,BENGALURU,KARNATAKA,562125
287,406-8271099-5133911,04-30-22,Shipped,Amazon,kurta,L,B099FBM4FZ,Shipped,1,353,BENGALURU,KARNATAKA,562125
288,405-3441326-1516368,04-30-22,Shipped,Amazon,Top,3XL,B08N43MK22,Shipped,1,345,KOLKATA 700034,WEST BENGAL,700034
289,408-8009772-6580317,04-30-22,Shipped,Amazon,Top,XS,B0986ZFY2S,Shipped,1,329,kolkata,WEST BENGAL,700045
290,402-4774686-7773937,04-30-22,Shipped - Delivered to Buyer,Merchant,Top,XL,B08ZHXGSW3,Shipped,1,518,HYDERABAD,TELANGANA,500001
291,402-2860689-5652319,04-30-22,Shipped,Amazon,Western Dress,L,B098315N2Z,Shipped,1,387,SEONI,MADHYA PRADESH,480661
292,406-6386989-1689108,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B09K3F7D9H,Shipped,1,339,BARUIPUR,WEST BENGAL,700145
293,408-9720884-9553122,04-30-22,Shipped,Amazon,kurta,3XL,B083ZZ8869,Shipped,1,744,KENDRAPARA,ODISHA,754211
294,408-6428766-2839536,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B07RSWN1C4,Shipped,1,888,KENDRAPARA,ODISHA,754211
295,408-8641795-6914711,04-30-22,Shipped,Amazon,Top,XS,B0987184SL,Shipped,1,487,GURUGRAM,HARYANA,122001
296,402-9475978-1434754,04-30-22,Shipped,Amazon,Western Dress,S,B09831NCG7,Shipped,1,487,VIJAYAWADA,ANDHRA PRADESH,521225
297,407-5776821-9327552,04-30-22,Shipped,Amazon,Set,L,B0894YB3B1,Shipped,1,563,MUMBAI,MAHARASHTRA,400072
298,171-6845071-0336346,04-30-22,Shipped,Amazon,Set,XS,B08XQBXFPP,Shipped,1,859,NASHIK,MAHARASHTRA,422003
299,404-7491342-1035558,04-30-22,Shipped,Amazon,Set,S,B08QGM7FCC,Shipped,1,1133,THANE,MAHARASHTRA,401107
300,171-6783343-9758701,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,788,HOSHIARPUR,PUNJAB,146001
301,402-0043314-1059527,04-30-22,Cancelled,Amazon,Western Dress,M,B09831YHGV,Unshipped,1,1463,SEONI,MADHYA PRADESH,480661
302,406-6586654-6641140,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09B2FNCBT,Shipped,1,399,BENGALURU,KARNATAKA,560010
303,405-6120626-0941135,04-30-22,Shipped,Amazon,Set,L,B085HRLT87,Shipped,1,744,Bengaluru,KARNATAKA,560017
304,408-9255314-3102740,04-30-22,Shipped,Amazon,Set,M,B07WZFT117,Shipped,1,487,BARSHI,MAHARASHTRA,413401
305,408-3436456-9893130,04-30-22,Shipped,Amazon,kurta,XXL,B08KRYCC8J,Shipped,1,657,MUMBAI,MAHARASHTRA,400080
306,408-3870331-6287517,04-30-22,Shipped,Amazon,kurta,L,B08KS2BPL8,Shipped,1,1133,Dehradun,UTTARAKHAND,248001
307,408-3870331-6287517,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,399,Dehradun,UTTARAKHAND,248001
308,407-2882576-2777135,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,M,B08B3YNJG5,Shipped,1,399,HYDERABAD,TELANGANA,500089
309,403-2256919-4846738,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,3XL,B09VC3ST6H,Shipped,1,399,BENGALURU,KARNATAKA,560068
310,403-2920089-2403567,04-30-22,Shipped,Amazon,Top,XXL,B08ZH7RVGJ,Shipped,1,1233,CHENNAI,TAMIL NADU,600036
311,406-7792526-4685142,04-30-22,Shipped,Amazon,Set,XXL,B099NJQ8JQ,Shipped,1,825,HYDERABAD,TELANGANA,500028
312,406-7680255-6117120,04-30-22,Shipped,Amazon,kurta,XXL,B08XWBRM8L,Shipped,1,487,HYDERABAD,TELANGANA,500028
313,402-4646784-8411501,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B0828PD16L,Shipped,1,563,CHANDI MANDIR,HARYANA,134107
314,405-2788163-4515521,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B08W9K3MXR,Shipped,1,399,ujjain,MADHYA PRADESH,456010
315,405-1757140-2025918,04-30-22,Shipped,Amazon,kurta,XXL,B099FBTWW1,Shipped,1,471,ujjain,MADHYA PRADESH,456010
316,403-9105351-8453114,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,342,Haldwani,UTTARAKHAND,263139
317,402-0503400-6235514,04-30-22,Shipped,Amazon,Set,S,B09K3G4TS6,Shipped,1,432,CHENNAI,TAMIL NADU,600125
318,408-3201739-2676310,04-30-22,Shipped,Amazon,Set,L,B09QJLFDRK,Shipped,1,399,MUMBAI,MAHARASHTRA,400049
319,171-8027093-8553945,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,736,Uttarkashi,UTTARAKHAND,249193
320,403-3331597-7637100,04-30-22,Shipped,Amazon,Set,XS,B0894WWGK9,Shipped,1,1260,BHUBANESWAR,ODISHA,751006
321,403-4424319-6635501,04-30-22,Shipped,Amazon,Set,L,B08B3YPD63,Shipped,1,399,Old Goa,Goa,403107
322,403-0906375-2269150,04-30-22,Cancelled,Amazon,kurta,M,B08YZ1SZDH,Unshipped,1,1133,MAHESHWAR,MADHYA PRADESH,451224
323,406-7261451-5682727,04-30-22,Shipped,Amazon,Western Dress,XS,B099NS55L1,Shipped,1,759,BENGALURU,KARNATAKA,560037
324,407-5096970-7475550,04-30-22,Cancelled,Merchant,Set,L,B08BJSDK5J,Null,0,475,HARDOI,UTTAR PRADESH,241001
325,402-6566640-5417947,04-30-22,Shipped,Amazon,Western Dress,M,B09SDXQ3X9,Shipped,1,744,HYDERABAD,TELANGANA,500073
326,402-5302912-6805151,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,M,B09SDXTRS9,Shipped,1,1903,HYDERABAD,TELANGANA,500073
327,407-9707366-3029944,04-30-22,Cancelled,Merchant,kurta,S,B085HMWJ4R,Null,0,771,NEW DELHI,DELHI,110074
328,402-1365379-0131533,04-30-22,Cancelled,Amazon,Set,M,B0894XYMWS,Cancelled,0,725,KAMAREDDY,TELANGANA,503111
329,408-5540360-9479519,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,M,B08B3Z2YY3,Shipped,1,473,SHILLONG,MEGHALAYA,793008
330,403-2079921-1244300,04-30-22,Cancelled,Amazon,kurta,M,B08YZ1SZDH,Unshipped,1,0,DHAMNOD DHAR DISTRICT,MADHYA PRADESH,454552
331,402-8019936-6115500,04-30-22,Cancelled,Amazon,Set,XXL,B0894XKVH3,Unshipped,1,759,MYSURU,KARNATAKA,570016
332,406-6711228-7576354,04-30-22,Cancelled,Amazon,Western Dress,XXL,B099NR3NXY,Unshipped,1,475,BENGALURU,KARNATAKA,560037
333,171-1425554-3718756,04-30-22,Shipped,Amazon,Western Dress,3XL,B099NSQP4Z,Shipped,1,654,BENGALURU,KARNATAKA,560070
334,407-9906412-0889129,04-30-22,Shipped,Amazon,kurta,3XL,B082W7MZVQ,Shipped,1,791,CHAKDAHA,WEST BENGAL,741222
335,408-8991303-6559523,04-30-22,Shipped,Amazon,kurta,XL,B081WT6GG7,Shipped,1,744,CHENNAI,TAMIL NADU,600082
336,408-6046797-8945127,04-30-22,Shipped,Amazon,Set,XL,B099NJV9X7,Shipped,1,376,KOLKATA,WEST BENGAL,700044
337,171-2134173-5385136,04-30-22,Shipped,Amazon,kurta,3XL,B09PD63F81,Shipped,1,399,CHIKKAMAGALURU,KARNATAKA,577101
338,171-2134173-5385136,04-30-22,Shipped,Amazon,kurta,3XL,B09K3Z6TT3,Shipped,1,599,CHIKKAMAGALURU,KARNATAKA,577101
339,402-2155477-9353103,04-30-22,Shipped,Amazon,Set,XXL,B09QJM97Z8,Shipped,1,782,BHUBANESWAR,ODISHA,751003
340,407-8580022-5578715,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,M,B099NQQ79L,Shipped,1,362,GURUGRAM,HARYANA,122018
341,402-1572540-8678700,04-30-22,Shipped,Amazon,Western Dress,M,B09SDY8DCT,Shipped,1,1173,KOLKATA,WEST BENGAL,700050
342,171-1887627-9813158,04-30-22,Shipped,Amazon,kurta,XS,B082W872VQ,Shipped,1,744,VISAKHAPATNAM,ANDHRA PRADESH,530016
343,408-7712483-3825907,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B09K3ZKHMW,Shipped,1,725,ALLAHABAD,UTTAR PRADESH,211004
344,402-3621298-2630741,04-30-22,Cancelled,Amazon,Set,XXL,B0894XKVH3,Unshipped,1,376,MYSURU,KARNATAKA,570016
345,404-8745561-3169903,04-30-22,Shipped,Amazon,kurta,M,B08JGXZHY9,Shipped,1,459,LUCKNOW,UTTAR PRADESH,226022
346,404-1508602-9433941,04-30-22,Shipped,Amazon,Set,XL,B0894YFQ5R,Shipped,1,654,KOLKATA,WEST BENGAL,700089
347,171-9371949-6030721,04-30-22,Shipped,Amazon,Set,M,B09NQ4NM75,Shipped,1,379,MALDA,WEST BENGAL,732101
348,171-2705563-6985105,04-30-22,Shipped,Amazon,Set,M,B09K3LJWBB,Shipped,1,696,DIMAPUR,NAGALAND,797112
349,171-3537751-4007556,04-30-22,Shipped,Amazon,Set,3XL,B09YNY91G5,Shipped,1,597,Nellore,ANDHRA PRADESH,524314
350,408-5990312-3581165,04-30-22,Shipped,Amazon,Set,XXL,B08YNK9K8F,Shipped,1,692,PUDUCHERRY,PUDUCHERRY,605008
351,403-6062596-1220349,04-30-22,Shipped,Amazon,kurta,XS,B08KRXDR4Y,Shipped,1,1999,CUNCOLIM,GOA,403703
352,171-8220241-5105927,04-30-22,Shipped,Amazon,kurta,3XL,B09KXRLH3S,Shipped,1,824,CHIKKAMAGALURU,KARNATAKA,577101
353,408-9405529-3743511,04-30-22,Shipped,Amazon,kurta,XL,B08KS2BCHS,Shipped,1,399,Hyderabad,TELANGANA,500068
354,402-3595365-1666728,04-30-22,Cancelled,Amazon,Set,L,B09NPXCZZG,Unshipped,1,737,NOIDA,UTTAR PRADESH,201301
355,407-3271219-3762757,04-30-22,Shipped,Amazon,kurta,M,B08HHJQ3F4,Shipped,1,399,PUNE,MAHARASHTRA,411028
356,402-3660716-8589107,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B0828PD16L,Shipped,1,899,trivandrum,KERALA,695003
357,171-3953233-6135505,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,368,KANPUR,UTTAR PRADESH,208027
358,402-5525660-2118707,04-30-22,Shipped,Amazon,kurta,S,B07WS14TZY,Shipped,1,471,CHINNALAPATTI,TAMIL NADU,624301
359,406-9941718-1734719,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B099FB2C9L,Shipped,1,399,BENGALURU,KARNATAKA,560072
360,171-1297873-2176339,04-30-22,Shipped,Amazon,kurta,L,B08YYRNM5M,Shipped,1,376,HYDERABAD,TELANGANA,500073
361,407-6401192-4057954,04-30-22,Shipped,Amazon,Top,XS,B092CZW41L,Shipped,1,544,BENGALURU,KARNATAKA,560100
362,406-3397500-8084361,04-30-22,Shipped,Amazon,kurta,XL,B08KRTXC2Y,Shipped,1,499,BENGALURU,KARNATAKA,560072
363,171-9620288-8918704,04-30-22,Cancelled,Amazon,Set,L,B08MYTQ4F9,Cancelled,0,426,BAGESHWAR,UTTARAKHAND,263642
364,402-8089760-1132331,04-30-22,Shipped,Amazon,Set,3XL,B09QJ3F6T9,Shipped,1,399,NEW DELHI,DELHI,110059
365,403-7042175-3905937,04-30-22,Shipped,Amazon,kurta,M,B08YYX8VKT,Shipped,1,0,BARRACKPORE,WEST BENGAL,700122
366,403-7042175-3905937,04-30-22,Shipped,Amazon,kurta,M,B08YZ1Z5XS,Shipped,1,995,BARRACKPORE,WEST BENGAL,700122
367,407-4629176-4141949,04-30-22,Shipped,Amazon,Set,M,B09NQ4NM75,Shipped,1,499,Dombivali  east,MAHARASHTRA,421201
368,171-7306449-0588335,04-30-22,Shipped,Amazon,kurta,S,B08YYXJJ4V,Shipped,1,499,NEW DELHI,DELHI,110017
369,407-1396965-6726703,04-30-22,Shipped,Amazon,kurta,5XL,B09LD3ZZ2N,Shipped,1,597,PATNA,BIHAR,801105
370,407-0624641-6557144,04-30-22,Shipped,Amazon,Set,L,B08XQ8MCKP,Shipped,1,562,Hyderabad,TELANGANA,500070
371,405-8444009-8723509,04-30-22,Shipped,Amazon,kurta,M,B08KRXV1QR,Shipped,1,696,New delhi,DELHI,110085
372,406-5729580-2175565,04-30-22,Shipped,Amazon,Set,XXL,B09RKFC8CP,Shipped,1,788,NEW TOWN,WEST BENGAL,700135
373,404-2255967-5457950,04-30-22,Shipped,Amazon,Set,3XL,B08QGMQRLF,Shipped,1,399,HYDERABAD,TELANGANA,502319
374,408-5020509-5674715,04-30-22,Shipped - Returned to Seller,Merchant,Western Dress,M,B09SDXTRS9,Shipped,1,1099,NEW DELHI,DELHI,110096
375,407-7642883-3094732,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,L,B09SDXN14H,Shipped,1,476,SIBSAGAR,ASSAM,785667
